,iou_at_5,acc_at_5,rec_at_5,pr_at_5,iou_at_25,acc_at_25,rec_at_25,pr_at_25,iou_at_50,acc_at_50,rec_at_50,pr_at_50,train_loss,fg_per_img,fg_zero_img_pct,mean_fg_iou,pct_fg_iou_lt_0_05,centre_hit,pct_gt_at_min_k,k_mean,k_std,k_median,cls_cost,loc_cost,assignment_switch_rate
16,0.5805235860777657,0.38201772899957787,0.4719505178365938,0.04052299288049075,0.40253269191924806,0.6398227032005526,0.33440017261219795,0.2433018124507486,0.08169229368932285,0.9503325942350332,0.0790060414269275,0.8704305442729489,6.249385433238284,40.046304373856074,0.9048767554438002,0.6967457057329899,0.0,0.11059788225406829,0.16102932095344558,9.571063041687012,1.3368805646896362,10.0,5.991745517631989,2.7379026883765785,21.894183295185012
17,0.5834709982669315,0.3856438987563079,0.4849683544303797,0.04175019142584292,0.4062213214074981,0.6416248341122843,0.3402977560414269,0.25514535484018996,0.08006736718077867,0.9491990846681923,0.07659666283084005,0.8641666666666666,6.225010489437501,40.04436862986525,0.903789588891169,0.6973754296327321,0.0,0.11058956289703772,0.16032191118926542,9.572563171386719,1.333628535270691,10.0,5.970937213957263,2.7337755737922547,21.837738252351254
18,0.5860831470566189,0.40633218064729876,0.487054085155351,0.04144402532725637,0.436105262895909,0.623868778280543,0.36316887226697353,0.21895188941422744,0.10004027298556119,0.9415795167688424,0.09619533947065592,0.8392799742847958,6.342381534349474,33.23457772076117,0.9039982895018175,0.7032597506660836,0.0,0.11058682535082942,0.1567666172614297,7.790252685546875,0.8113213777542114,8.0,6.061299003410749,2.6908296166513166,21.901627511725632
19,0.5880695462638273,0.41118792180352415,0.49888521288837745,0.04265129560358658,0.447276639386651,0.6265465703256459,0.3776970655926352,0.21678453398174627,0.1057425876694847,0.9459459459459459,0.10144562715765247,0.8378787878787879,6.320684385789672,33.25501697263003,0.9037818610894974,0.7038845077203426,0.0,0.11062093755919312,0.1570860537037946,7.792074680328369,0.8081565499305725,8.0,6.057179915951477,2.6875430377455323,21.885195580578433
20,0.5888718558239999,0.41406025235296534,0.5021216915995397,0.042950722524561995,0.4591541819068886,0.6232449669220884,0.38755034522439585,0.20681649478023278,0.11876235937380905,0.9367624810892587,0.11381616800920598,0.8188309970907167,6.310910845138112,33.24222678296562,0.914144005472892,0.7043517390758551,0.0,0.11061146171324435,0.1554524839912465,7.793102264404297,0.805107057094574,8.0,6.0473411848617085,2.687079330994247,21.899671501939572
21,0.5916058097375767,0.41126743431722346,0.5105005753739931,0.04321918712904614,0.45955263129655394,0.6246542680019075,0.39298043728423476,0.21176603724780135,0.11863651061306572,0.9292008508052264,0.11244965477560415,0.8024140645499869,6.302880097621837,33.2529902107468,0.9036891377762578,0.7049549758681518,0.0,0.11062123560102667,0.15664572249473757,7.792726993560791,0.8065826892852783,8.0,6.0379333329829565,2.6818361746795403,21.87135176402894
22,0.5934138175213154,0.4174775105562695,0.515391254315305,0.043504416125500864,0.46274708140473425,0.6275698720985315,0.39607307249712315,0.20950423025223372,0.1172426262627532,0.936,0.11144275028768699,0.8017923036373221,6.295164379575821,33.2727537074731,0.9048457999076338,0.70507216220517,0.0,0.11061408348279633,0.15471713052773267,7.792553901672363,0.8068011403083801,8.0,6.035563525310804,2.685106675883826,21.90399156945035
23,0.5933102643113558,0.4226121096865223,0.518304085155351,0.04368735017946756,0.46488005974245994,0.6258512920981435,0.400352416570771,0.2083579215454856,0.12307997227251416,0.9350763807285546,0.11665707710011508,0.8029767911200807,6.40689322573227,33.29013992952205,0.9023572479386911,0.7053020134314595,0.0,0.1106097366460739,0.14791728034917348,7.793359279632568,0.8058034181594849,8.0,6.032960320442723,2.6839133846050833,21.88862391347669
24,0.594657150124788,0.4246952900104122,0.5208213463751439,0.04415285607552809,0.46932614679966483,0.6276851851851852,0.40463176064441886,0.20617710123329125,0.12426235331012478,0.9308541545613016,0.11784378596087457,0.797808764940239,6.402575460880624,33.277312146143714,0.9031353163539332,0.7056247824476557,0.0,0.11059207532073234,0.1414998668982215,7.795151710510254,0.799882709980011,8.0,6.028670221346796,2.6821021675339725,21.886398394826635
25,0.5949360861090355,0.428366291950439,0.5222597813578826,0.04461193682290031,0.46581870570684203,0.6331147540983607,0.40394850402761795,0.21218114747665018,0.12180202914122171,0.9365407319952774,0.11665707710011508,0.8102655771195098,6.3995902080546205,33.27776447651948,0.9012552587474776,0.7054472122790899,0.0,0.11060779086602576,0.1542230026616927,7.794277191162109,0.8021832704544067,8.0,6.024190211555833,2.683178926226688,21.898905386682177
